set terminal postscript eps "Times-Roman" 26
set output "Improvement_BI_HQ.ps"
set xlabel "Numerical Error"
set ylabel "Factor load reduction"
set logscale x
set key left top
plot "factor_improvement_bi_hq.dat" using 1:2 title "f=1,WC=0" with linespoints, "factor_improvement_bi_hq.dat" using 1:3 title "f=1,WC=25%" with linespoints, "factor_improvement_bi_hq.dat" using 1:4 title "f=1,WC=50%" with linespoints, "factor_improvement_bi_hq.dat" using 1:5 title "f=3,WC=0" with linespoints, "factor_improvement_bi_hq.dat" using 1:6 title "f=3,WC=25%" with linespoints, "factor_improvement_bi_hq.dat" using 1:7 title "f=3,WC=50%" with linespoints, "factor_improvement_bi_hq.dat" using 1:8 title "f=5,WC=0" with linespoints, "factor_improvement_bi_hq.dat" using 1:9 title "f=5,WC=25%" with linespoints, "factor_improvement_bi_hq.dat" using 1:10 title "f=5,WC=50%" with linespoints
