set terminal postscript eps "Times-Roman" 26
set output "Improvement_BI.ps"
set xlabel "Numerical Error"
set ylabel "Factor load reduction"
set logscale x
set key left top
plot "factor_improvement_bi.dat" using 1:2 title "f=1" with linespoints, "factor_improvement_bi.dat" using 1:3 title "f=2" with linespoints, "factor_improvement_bi.dat" using 1:4 title "f=3" with linespoints, "factor_improvement_bi.dat" using 1:5 title "f=4" with linespoints, "factor_improvement_bi.dat" using 1:6 title "f=5" with linespoints, 1.0 title "Baseline"
