1	2.08	1.19	0.00 	1.93 	1.84 	1.80 	1.77 	1.75 	1.74 	1.73 	1.72 	1.72 	
2	3.04	1.70	0.00 	2.86 	2.71 	2.63 	2.58 	2.55 	2.53 	2.51 	2.50 	2.49 	
3	3.97	2.40	0.00 	3.83 	3.59 	3.46 	3.39 	3.34 	3.31 	3.28 	3.26 	3.25 	
4	4.88	3.29	0.00 	4.84 	4.49 	4.32 	4.21 	4.14 	4.09 	4.06 	4.03 	4.00 	
5	5.78	4.37	0.00 	5.92 	5.44 	5.20 	5.06 	4.96 	4.89 	4.84 	4.80 	4.77 	
