1	784.000000	1168.000000	912.000000
2	1256.000000	1896.000000	1384.000000
3	1888.000000	2784.000000	2016.000000
4	2680.000000	3832.000000	2808.000000
5	3632.000000	5040.000000	3760.000000
6	4744.000000	6408.000000	4872.000000
7	6016.000000	7936.000000	6144.000000
8	7448.000000	9624.000000	7576.000000
9	9040.000000	11472.000000	9168.000000
10	10792.000000	13480.000000	10920.000000
