186,0.7884041127051169_1.224679368301421e-06
187,0.03115343623773707_0.8745927484599834
188,0.293722633453688_0.1276713812768229
189,0.221591960885556_1.814436891297797e-10
190,0.6384282001368777_1.709908537710962e-07
191,0.1656146133380172_0.2958153354034235
192,0.8601842570112065_0.002458457432366813
193,0.8568475009011827_0.002544617243801706
194,0.05420468441163978_1.852293330089007e-13
195,0.005109240600082249_0.9400685337020049
196,0.3196405052754925_0.1087072250208168
197,0.004129207299653472_0.9063881152999914
198,0.6217419080422868_0.01655666006992651
199,0.001975597947231104_0.7559121541227158
200,0.003737273936724748_0.8887207065671926
201,0.0008570572440174606_0.5627858853488538
202,0.0696989478825879_0.6195380131730929
203,0.001145565259218117_0.6296174522248014
204,0.1560546455471689_0.3165277826446361
205,0.0004983982206633995_0.4450405815915914
206,0.06921214996687615_0.6221395766683258
207,0.5061207274806534_0.03474299403931794
208,0.948142278878957_0.0007860987108129218
209,0.636932141508707_0.01494794715033551
210,0.772484656479593_9.881117478221213e-07
211,0.4803030316845877_0.04075030894608399
212,0.9304433327318931_0.001042784378935898
213,0.6766548418574962_0.01135499300086656
214,0.3338989903734557_1.901180920056337e-09
215,0.04129817389297205_0.7977543663291472
216,0.009011791806457056_0.9952574349397331
217,0.003103533363103963_0.8531024470957418
218,0.0002092311706334502_0.2876001120312104
219,0.001424644204836915_0.6804781272781188
220,0.0252645044925305_0.9205751799947915
221,0.2656538737893601_0.1523214680810464
222,0.06872773426499799_0.6247426311813266
223,0.003887217826757075_0.8958209094239179
224,0.1347196988907351_0.3695575419018953
225,0.004441706874681125_0.9185816279395383
226,0.8583675193819115_0.002505125388591428
227,0.9995870334728679_0.0001465162826867962
228,0.8480486053295084_2.832180186098654e-06
229,0.0948080198307976_2.447841064087272e-12
230,0.9521753685940518_0.000732095902161829
231,0.1511939890643591_2.428356660678244e-11
232,0.4944050283663738_2.435876028449324e-08
233,0.9574021870118322_1.926049866358052e-05
234,0.5647317373528487_0.02402466100499357
235,0.02368807871689475_0.9326656765618437
236,2.769970806907691e-07_0.001976137829002087
237,0.0005907213124203141_0.4806353482104862
238,0.09934067821317479_0.4847499505837281
239,0.0006994542595966372_0.5172922646472289
240,0.001063814360659929_0.6124190797131244
241,0.0008514514233634147_0.5612963502454067
242,0.4367906029602748_0.05318079651013308
243,3.389371800635134e-05_0.09419065604471556
244,0.3805023406118802_0.07489959906955869
245,0.0002151657427033373_0.2919864382620166
246,0.167527220361713_0.2918710951153706
247,0.4953161763223233_2.467739336231909e-08
248,0.9359185964880636_0.000959782915902168
249,0.966769730492759_2.424080721028365e-05
250,0.9722961036578878_2.813622331268408e-05
251,0.9864068282491574_4.449843145419628e-05
252,0.9720108960127589_0.0004870679256641864
253,0.7778607530530136_1.062068693816035e-06
254,0.4102024076849632_0.0625214990906172
255,0.1105751706160546_0.4437370822366924
256,0.001599400061434587_0.7074025937052648
257,0.001807114187417062_0.7355825544792534
258,0.03541335290995511_0.8416691356179411
259,0.009211580108192664_0.9961886770113635
260,0.002536635880194365_0.8111975699981191
261,0.00599490703149433_0.9611675492175947
262,0.004962520591486027_0.9358163472625876
263,2.480854674676423e-06_0.01317497186044023
264,0.7701318580778839_0.00559542431589763
265,0.003793237527095184_0.8914230073985491
266,0.004464040837780594_0.9193958882722224
267,0.001223454003874501_0.644945517650838
268,0.1435028381778615_0.346488217115618
269,0.6538687904336316_0.01331377548250658
270,0.8674219690980052_3.784700532199701e-06
271,0.6456440579599888_1.878646059865454e-07
272,0.9399016151700821_0.0009014719149577138
273,8.788445780591445e-05_0.1742146376325339
274,0.01344651353285167_0.9958682925081371
275,8.975079510928405e-05_0.1764656869004744
276,0.005461411862515657_0.9493365540151687
277,0.2914112705718563_0.1295274516636019
278,0.01721279623390216_0.9778388590184079
279,0.04448543537486167_0.7749225139316622
280,0.4459534563912245_0.05029094418380898
281,0.03562438654881544_0.8400590796186159
282,0.05818151591660438_0.6851028639943386
283,0.0009857679821431516_0.594806569625462
284,0.003788916170798223_0.891216599376411
285,0.0005323321224591531_0.4586740544051748
286,0.004547701660285283_0.9223824469004717
287,0.01700977494205989_0.9790404854674301
288,0.01447864471417963_0.9919958180324828
289,0.004474817939326312_0.9197862174044065
290,0.0001711606473050361_0.2574754513664571
291,0.0007160303948874068_0.5224636929694939
292,0.2587341433978874_0.1591721136395993
293,0.007673470900401793_0.9854911895691254
294,0.02110705845588154_0.9518355263911302
295,0.001697436757596013_0.7211718151101614
296,0.02613131575755367_0.9138541639857827
297,0.0001942970381950726_0.2762127374027267
298,0.01872276462499436_0.9683431882945005
299,0.3088368151832012_0.1162183291977301
300,6.381437304245501e-05_0.1427029975425042
301,0.0026860728403349_0.8233811274414039
302,0.0017363298086939_0.7263966090850195
303,0.06997002309583332_0.6180955001395466
304,0.0006430573175803039_0.4989058297180664
305,0.7476682929598725_0.006698564213521266
306,0.0002259168471109348_0.2997451826138373
307,0.0111629997930108_0.9999973855863721
308,0.3830064047062858_0.07376676790222626
309,0.2083149045184605_0.2209608944652091
310,0.005835927498150878_0.9578954313717353
311,0.005587442068649182_0.952356949191373
312,0.1369865794313051_0.3634247550029767
313,0.03902965153426652_0.8144275645202804
314,6.267207922931873e-05_0.1410741780038256
315,0.03992257146663901_0.8078242788817721
316,0.01006508394958482_0.9989302421817292
317,0.0007351934449737115_0.5283192162582301
318,0.0005041752471918319_0.4474105921827932
319,0.007275940178170882_0.981165500304105
320,0.3854367096967428_0.07268391321457207
321,0.4001811223313159_0.06644967255271415
322,0.002800337235978605_0.8321108721470672
323,0.07729993635522082_0.5807067955848119
324,0.001739166688778606_0.7267726712420288
325,0.2710481884069089_0.1472067229344337
326,0.002511871277022796_0.809088785346055
327,0.001379253547874701_0.6729233984615607
328,0.003307098922934895_0.8656418866214425
329,0.1389794594630124_0.3581378190766648
330,0.02964207636219359_0.8864083439006527
331,0.002676139130088307_0.8225989641848268
332,0.3702002453344275_0.07974954931226261
333,0.07123702521084349_0.6114112947743094
334,0.1575819496897574_0.3131029748071936
335,0.0003324965146755292_0.3662481077259623
336,1.389484070093459e-05_0.05023200813050635
337,0.00102972865409108_0.6048791035754324
338,0.07918374269450079_0.5715806319513005
339,0.005446532263104184_0.9489700960680743
340,0.02118449942171172_0.9512762862455363
341,0.09983728671959088_0.4828357852701213
342,0.003710423156001157_0.8874013785445924
343,0.007944165152107765_0.9880240482092736
344,0.1750345712224289_0.2769890595003545
345,0.06829229986077957_0.6270946612457275
346,0.02459939679118638_0.9257009139713386
347,0.0012573556716189_0.651322900877823
348,0.2156579463776466_0.2104541013514037
349,0.05580402083704884_0.6997354853865148
350,0.04197697511743296_0.7928324776098785
351,0.0003584838604171829_0.380214077549439
352,1.190089843941681e-05_0.04482141352767602
353,5.539934821983145e-05_0.1303573832036069
354,0.0004755944736103863_0.4354776395675115
355,0.003950652662437507_0.8986936711185998
356,0.008993267929769462_0.9951649854398036
357,0.3245368949137191_0.1054742945267908
358,0.03569353330712922_0.8395320403019693
359,0.01183006767312077_0.9995575510549501
360,0.005454237371742878_0.9491601235294698
361,0.1375673029233676_0.3618741604588819
362,0.06541558045270936_0.6429279444987621
363,0.001781480926289407_0.7323028712611575
364,0.1938462545434754_0.2435014880461613
365,0.08422687047019892_0.548059427043787
366,0.004748824689316668_0.9291697755989669
367,3.420967389649636e-05_0.09478441722149086
368,0.150047800494373_0.3304503515045725
369,0.001398524569586133_0.6761613647847706
370,0.08845817314699561_0.5292960560697682
371,0.02709023236982591_0.9063805399355973
372,0.05643312143076085_0.6958253479131806
373,0.0001150898514869341_0.2049000669682716
374,0.0005849697788786088_0.4785496959651894
375,0.670151607496568_0.01188766597663566
376,0.03073582761182404_0.877853418555701
377,0.001810988054540635_0.7360736870869441
378,0.3527436099995728_0.08871461190621942
379,0.02021443767645153_0.9581885340072337
380,0.03637581200248351_0.8343454647863503
381,0.002235605404276101_0.7836310605698751
382,0.1036726229996993_0.4683777891998182
383,0.008715352092556824_0.9936478061221246
384,0.04636613916757538_0.7617883434132191
385,0.2842450222914458_0.1354703366359811
386,0.03268101079847968_0.8627060590138917
387,0.03951481035565487_0.8108333319470702
388,0.02552580140588022_0.9185534699173189
389,0.02620786000934657_0.9132588649984128
390,0.3693414470107104_0.08016804714516827
391,0.000229045099193113_0.3019592217696247
392,8.703419153242506e-05_0.1731810206593785
393,0.01610606015526669_0.9841301782345573
394,0.07728821453067661_0.5807641800633095
395,0.005718810884720996_0.955351692973162
396,0.03409432295318878_0.8517829080258907
397,0.009123318274928575_0.9957919677563236
398,0.4624173341889548_0.04547700337729374
399,1.699139497253934e-05_0.05812735519543631
400,0.003943068413536032_0.8983541639593356
