Y 10000 Epsilon 0.1 Coverage 1562 Count 36 AvgYHat 9870.70000000001
Y 10000 Epsilon 0.1 Coverage 6250 Count 36 AvgYHat 9452.21
Y 10000 Epsilon 0.1 Coverage 25000 Count 36 AvgYHat 6941.94
Y 10000 Epsilon 0.1 Coverage 100000 Count 36 AvgYHat 1.2928
Y 20000 Epsilon 0.1 Coverage 1562 Count 34 AvgYHat 19956.4
Y 20000 Epsilon 0.1 Coverage 6250 Count 35 AvgYHat 19423.3
Y 20000 Epsilon 0.1 Coverage 25000 Count 36 AvgYHat 16333
Y 20000 Epsilon 0.1 Coverage 100000 Count 36 AvgYHat 6195.74
Y 30000 Epsilon 0.1 Coverage 1562 Count 32 AvgYHat 29154.6
Y 30000 Epsilon 0.1 Coverage 6250 Count 32 AvgYHat 27026
Y 30000 Epsilon 0.1 Coverage 25000 Count 32 AvgYHat 21411.9
Y 30000 Epsilon 0.1 Coverage 100000 Count 33 AvgYHat 14816.1
Y 40000 Epsilon 0.1 Coverage 1562 Count 32 AvgYHat 38220.6
Y 40000 Epsilon 0.1 Coverage 6250 Count 32 AvgYHat 36205.9
Y 40000 Epsilon 0.1 Coverage 25000 Count 32 AvgYHat 29472.1
Y 40000 Epsilon 0.1 Coverage 100000 Count 32 AvgYHat 24783
Y 50000 Epsilon 0.1 Coverage 1562 Count 32 AvgYHat 49032
Y 50000 Epsilon 0.1 Coverage 6250 Count 32 AvgYHat 46953.2
Y 50000 Epsilon 0.1 Coverage 25000 Count 32 AvgYHat 38220.6
Y 50000 Epsilon 0.1 Coverage 100000 Count 32 AvgYHat 33381.2
Y 60000 Epsilon 0.1 Coverage 1562 Count 32 AvgYHat 55535.6
Y 60000 Epsilon 0.1 Coverage 6250 Count 32 AvgYHat 53181
Y 60000 Epsilon 0.1 Coverage 25000 Count 32 AvgYHat 45947.1
Y 60000 Epsilon 0.1 Coverage 100000 Count 32 AvgYHat 43999.1
Y 70000 Epsilon 0.1 Coverage 1562 Count 32 AvgYHat 64979
Y 70000 Epsilon 0.1 Coverage 6250 Count 32 AvgYHat 63586.7
Y 70000 Epsilon 0.1 Coverage 25000 Count 32 AvgYHat 54640.6
Y 70000 Epsilon 0.1 Coverage 100000 Count 32 AvgYHat 53760.1
Y 80000 Epsilon 0.1 Coverage 1562 Count 32 AvgYHat 74399.2
Y 80000 Epsilon 0.1 Coverage 6250 Count 32 AvgYHat 72411.8
Y 80000 Epsilon 0.1 Coverage 25000 Count 32 AvgYHat 60562
Y 80000 Epsilon 0.1 Coverage 100000 Count 32 AvgYHat 66401.9
Y 90000 Epsilon 0.1 Coverage 1562 Count 32 AvgYHat 85185
Y 90000 Epsilon 0.1 Coverage 6250 Count 32 AvgYHat 83359.7
Y 90000 Epsilon 0.1 Coverage 25000 Count 32 AvgYHat 64979
Y 90000 Epsilon 0.1 Coverage 100000 Count 32 AvgYHat 79394.4
Y 100000 Epsilon 0.1 Coverage 1562 Count 32 AvgYHat 95962.7
Y 100000 Epsilon 0.1 Coverage 6250 Count 32 AvgYHat 95444.5
Y 100000 Epsilon 0.1 Coverage 25000 Count 32 AvgYHat 76441.1
Y 100000 Epsilon 0.1 Coverage 100000 Count 32 AvgYHat 90413.4
