1,1,F,2
1,2,F,2
1,3,F,2
1,4,F,2
1,5,F,2
1,6,F,2
1,21,F,2
1,22,F,2
1,23,F,2
1,24,F,2
1,25,F,2
1,26,F,2
1,41,F,2
1,42,F,2
1,43,F,2
1,44,F,2
1,45,F,2
1,46,F,2
1,61,F,2
1,62,F,2
1,63,F,2
1,64,F,2
1,65,F,2
1,66,F,2
1,81,F,2
1,82,F,2
1,83,F,2
1,84,F,2
1,85,F,2
1,86,F,2
1,101,F,2
1,102,F,2
1,103,F,2
1,104,F,2
1,105,F,2
1,106,F,2
2,7,F,2
2,8,F,2
2,9,F,2
2,10,F,2
2,11,F,2
2,12,F,2
2,13,F,2
2,27,F,2
2,28,F,2
2,29,F,2
2,30,F,2
2,31,F,2
2,32,F,2
2,33,F,2
2,47,F,2
2,48,F,2
2,49,F,2
2,50,F,2
2,51,F,2
2,52,F,2
2,53,F,2
2,67,F,2
2,68,F,2
2,69,F,2
2,70,F,2
2,71,F,2
2,72,F,2
2,73,F,2
2,87,F,2
2,88,F,2
2,89,F,2
2,90,F,2
2,91,F,2
2,92,F,2
2,93,F,2
2,107,F,2
2,108,F,2
2,109,F,2
2,110,F,2
2,111,F,2
2,112,F,2
2,113,F,2
3,14,F,2
3,15,F,2
3,16,F,2
3,17,F,2
3,18,F,2
3,19,F,2
3,20,F,2
3,34,F,2
3,35,F,2
3,36,F,2
3,37,F,2
3,38,F,2
3,39,F,2
3,40,F,2
3,54,F,2
3,55,F,2
3,56,F,2
3,57,F,2
3,58,F,2
3,59,F,2
3,60,F,2
3,74,F,2
3,75,F,2
3,76,F,2
3,77,F,2
3,78,F,2
3,79,F,2
3,80,F,2
3,94,F,2
3,95,F,2
3,96,F,2
3,97,F,2
3,98,F,2
3,99,F,2
3,100,F,2
3,114,F,2
3,115,F,2
3,116,F,2
3,117,F,2
3,118,F,2
3,119,F,2
3,120,F,2
4,121,F,2
4,122,F,2
4,123,F,2
4,124,F,2
4,125,F,2
4,126,F,2
4,141,F,2
4,142,F,2
4,143,F,2
4,144,F,2
4,145,F,2
4,146,F,2
4,161,F,2
4,162,F,2
4,163,F,2
4,164,F,2
4,165,F,2
4,166,F,2
4,181,F,2
4,182,F,2
4,183,F,2
4,184,F,2
4,185,F,2
4,186,F,2
4,201,F,2
4,202,F,2
4,203,F,2
4,204,F,2
4,205,F,2
4,206,F,2
4,221,F,2
4,222,F,2
4,223,F,2
4,224,F,2
4,225,F,2
4,226,F,2
4,241,F,2
4,242,F,2
4,243,F,2
4,244,F,2
4,245,F,2
4,246,F,2
5,127,F,2
