1,1,F,2
1,2,F,2
1,3,F,2
1,4,F,2
1,5,F,2
1,11,F,2
1,12,F,2
1,13,F,2
1,14,F,2
1,15,F,2
1,21,F,2
1,22,F,2
1,23,F,2
1,24,F,2
1,25,F,2
1,31,F,2
1,32,F,2
1,33,F,2
1,34,F,2
1,35,F,2
1,41,F,2
1,42,F,2
1,43,F,2
1,44,F,2
1,45,F,2
2,6,F,2
2,7,F,2
2,8,F,2
2,9,F,2
2,10,F,2
2,16,F,2
2,17,F,2
2,18,F,2
2,19,F,2
2,20,F,2
2,26,F,2
2,27,F,2
2,28,F,2
2,29,F,2
2,30,F,2
2,36,F,2
2,37,F,2
2,38,F,2
2,39,F,2
2,40,F,2
2,46,F,2
2,47,F,2
2,48,F,2
2,49,F,2
2,50,F,2
3,51,F,2
3,52,F,2
3,53,F,2
3,54,F,2
3,55,F,2
3,61,F,2
3,62,F,2
3,63,F,2
3,64,F,2
3,65,F,2
3,71,F,2
3,72,F,2
3,73,F,2
3,74,F,2
3,75,F,2
3,81,F,2
3,82,F,2
3,83,F,2
3,84,F,2
3,85,F,2
3,91,F,2
3,92,F,2
3,93,F,2
3,94,F,2
3,95,F,2
4,56,F,2
4,57,F,2
4,58,F,2
4,59,F,2
4,60,F,2
4,66,F,2
4,67,F,2
4,68,F,2
4,69,F,2
4,70,F,2
4,76,F,2
4,77,F,2
4,78,F,2
4,79,F,2
4,80,F,2
4,86,F,2
4,87,F,2
4,88,F,2
4,89,F,2
4,90,F,2
4,96,F,2
4,97,F,2
4,98,F,2
4,99,F,2
4,100,F,2
Done,0,F,2
