1 57 0.0545977011494253 1044
2 78 0.0747126436781609 1044
3 77 0.0737547892720306 1044
4 88 0.0842911877394636 1044
5 118 0.113026819923372 1044
6 140 0.134099616858238 1044
7 141 0.135057471264368 1044
8 110 0.10536398467433 1044
9 76 0.0727969348659004 1044
10 50 0.0478927203065134 1044
11 36 0.0344827586206897 1044
12 34 0.0325670498084291 1044
13 16 0.0153256704980843 1044
14 11 0.010536398467433 1044
15 5 0.00478927203065134 1044
16 4 0.00383141762452107 1044
17 2 0.00191570881226054 1044
18 1 0.000957854406130268 1044
