1 0.0100327173442143 1770060 0.017733 0.0100323
5 0.00273484206420184 780040 0.010654 0.00268489
25 0.00376015627838069 55011 0.013599 0.00336154
120 0.0039251355536116 36009 0.015573 0.00336821
