0 2 0 0
0 2 0 0.0181818181818182
1 2 0.1 0.0181818181818182
1 2 0.1 0.0363636363636364
2 1 0.2 0.0363636363636364
2 1 0.2 0.0454545454545455
3 3 0.3 0.0454545454545455
3 3 0.3 0.0727272727272727
4 2 0.4 0.0727272727272727
4 2 0.4 0.0909090909090909
5 8 0.5 0.0909090909090909
5 8 0.5 0.163636363636364
6 8 0.6 0.163636363636364
6 8 0.6 0.236363636363636
7 16 0.7 0.236363636363636
7 16 0.7 0.381818181818182
8 1 0.8 0.381818181818182
8 1 0.8 0.390909090909091
9 15 0.9 0.390909090909091
9 15 0.9 0.527272727272727
10 52 1 0.527272727272727
10 52 1 1
