0 1 0 0
0 1 0 0.00909090909090909
1 0 0.1 0.00909090909090909
1 0 0.1 0.00909090909090909
2 0 0.2 0.00909090909090909
2 0 0.2 0.00909090909090909
3 0 0.3 0.00909090909090909
3 0 0.3 0.00909090909090909
4 1 0.4 0.00909090909090909
4 1 0.4 0.0181818181818182
5 1 0.5 0.0181818181818182
5 1 0.5 0.0272727272727273
6 1 0.6 0.0272727272727273
6 1 0.6 0.0363636363636364
7 2 0.7 0.0363636363636364
7 2 0.7 0.0545454545454545
8 13 0.8 0.0545454545454545
8 13 0.8 0.172727272727273
9 30 0.9 0.172727272727273
9 30 0.9 0.445454545454545
10 61 1 0.445454545454545
10 61 1 1
