0 1 0 0
0 1 0 0.00909090909090909
1 3 0.1 0.00909090909090909
1 3 0.1 0.0363636363636364
2 1 0.2 0.0363636363636364
2 1 0.2 0.0454545454545455
3 1 0.3 0.0454545454545455
3 1 0.3 0.0545454545454545
4 4 0.4 0.0545454545454545
4 4 0.4 0.0909090909090909
5 6 0.5 0.0909090909090909
5 6 0.5 0.145454545454545
6 2 0.6 0.145454545454545
6 2 0.6 0.163636363636364
7 3 0.7 0.163636363636364
7 3 0.7 0.190909090909091
8 12 0.8 0.190909090909091
8 12 0.8 0.3
9 25 0.9 0.3
9 25 0.9 0.527272727272727
10 52 1 0.527272727272727
10 52 1 1
