Spanning Tree Edges
r15.millennium.berkeley.edu:23032, r12.millennium.berkeley.edu:23003, 29, 2007-Dec-14, 02:59:10.007049
r15.millennium.berkeley.edu:23032, r12.millennium.berkeley.edu:23003, 31, 2007-Dec-14, 02:59:10.010477
r15.millennium.berkeley.edu:23032, r12.millennium.berkeley.edu:23003, 1, 2007-Dec-14, 02:59:10.012196
r15.millennium.berkeley.edu:23032, r12.millennium.berkeley.edu:23003, 7, 2007-Dec-14, 02:59:10.01391
r15.millennium.berkeley.edu:23032, r12.millennium.berkeley.edu:23003, 9, 2007-Dec-14, 02:59:10.015625
r15.millennium.berkeley.edu:23032, r12.millennium.berkeley.edu:23003, 2, 2007-Dec-14, 02:59:10.017339
r15.millennium.berkeley.edu:23032, r12.millennium.berkeley.edu:23003, 10, 2007-Dec-14, 02:59:10.01905
r15.millennium.berkeley.edu:23032, r12.millennium.berkeley.edu:23003, 4, 2007-Dec-14, 02:59:10.020771
r15.millennium.berkeley.edu:23032, r12.millennium.berkeley.edu:23003, 13, 2007-Dec-14, 02:59:10.022491
r15.millennium.berkeley.edu:23032, r12.millennium.berkeley.edu:23003, 12, 2007-Dec-14, 02:59:10.02422
r23.millennium.berkeley.edu:23014, r24.millennium.berkeley.edu:23015, 16, 2007-Dec-14, 02:58:51.60132
r31.millennium.berkeley.edu:23048, r26.millennium.berkeley.edu:23043, 50, 2007-Dec-14, 02:59:12.610396
r15.millennium.berkeley.edu:23006, r10.millennium.berkeley.edu:23001, 53, 2007-Dec-14, 02:58:55.066652
r23.millennium.berkeley.edu:23014, r24.millennium.berkeley.edu:23015, 17, 2007-Dec-14, 02:58:51.675146
r31.millennium.berkeley.edu:23048, r26.millennium.berkeley.edu:23043, 49, 2007-Dec-14, 02:59:12.612929
r15.millennium.berkeley.edu:23006, r10.millennium.berkeley.edu:23001, 16, 2007-Dec-14, 02:58:55.574057
r14.millennium.berkeley.edu:23031, r13.millennium.berkeley.edu:23030, 1, 2007-Dec-14, 02:59:09.875381
r23.millennium.berkeley.edu:23014, r24.millennium.berkeley.edu:23015, 14, 2007-Dec-14, 02:58:51.793341
r31.millennium.berkeley.edu:23048, r26.millennium.berkeley.edu:23043, 43, 2007-Dec-14, 02:59:12.620828
r15.millennium.berkeley.edu:23006, r10.millennium.berkeley.edu:23001, 14, 2007-Dec-14, 02:58:55.61454
r14.millennium.berkeley.edu:23031, r13.millennium.berkeley.edu:23030, 31, 2007-Dec-14, 02:59:09.876288
r23.millennium.berkeley.edu:23014, r24.millennium.berkeley.edu:23015, 15, 2007-Dec-14, 02:58:51.803634
r31.millennium.berkeley.edu:23048, r26.millennium.berkeley.edu:23043, 44, 2007-Dec-14, 02:59:12.622412
r15.millennium.berkeley.edu:23006, r10.millennium.berkeley.edu:23001, 15, 2007-Dec-14, 02:58:55.644476
r14.millennium.berkeley.edu:23031, r13.millennium.berkeley.edu:23030, 34, 2007-Dec-14, 02:59:09.879359
r23.millennium.berkeley.edu:23014, r24.millennium.berkeley.edu:23015, 18, 2007-Dec-14, 02:58:51.81475
r31.millennium.berkeley.edu:23048, r26.millennium.berkeley.edu:23043, 42, 2007-Dec-14, 02:59:12.671069
r15.millennium.berkeley.edu:23006, r10.millennium.berkeley.edu:23001, 18, 2007-Dec-14, 02:58:55.655542
r26.millennium.berkeley.edu:23017, r22.millennium.berkeley.edu:23013, 20, 2007-Dec-14, 02:58:52.256294
r12.millennium.berkeley.edu:23029, r13.millennium.berkeley.edu:23030, 29, 2007-Dec-14, 02:59:10.049052
r12.millennium.berkeley.edu:23029, r13.millennium.berkeley.edu:23030, 45, 2007-Dec-14, 02:59:12.730482
r12.millennium.berkeley.edu:23029, r13.millennium.berkeley.edu:23030, 50, 2007-Dec-14, 02:59:12.890096
r11.millennium.berkeley.edu:23002, r14.millennium.berkeley.edu:23005, 53, 2007-Dec-14, 02:58:49.120367
r19.millennium.berkeley.edu:23010, r14.millennium.berkeley.edu:23005, 11, 2007-Dec-14, 02:58:50.347565
r19.millennium.berkeley.edu:23036, r13.millennium.berkeley.edu:23030, 34, 2007-Dec-14, 02:59:11.299702
r33.millennium.berkeley.edu:23050, r26.millennium.berkeley.edu:23043, 52, 2007-Dec-14, 02:59:13.674434
r19.millennium.berkeley.edu:23036, r13.millennium.berkeley.edu:23030, 39, 2007-Dec-14, 02:59:11.312201
r26.millennium.berkeley.edu:23043, r25.millennium.berkeley.edu:23042, 38, 2007-Dec-14, 02:59:12.662929
r19.millennium.berkeley.edu:23036, r13.millennium.berkeley.edu:23030, 41, 2007-Dec-14, 02:59:13.000683
r19.millennium.berkeley.edu:23036, r13.millennium.berkeley.edu:23030, 46, 2007-Dec-14, 02:59:13.16489
r21.millennium.berkeley.edu:23038, r27.millennium.berkeley.edu:23044, 43, 2007-Dec-14, 02:59:11.617306
r21.millennium.berkeley.edu:23038, r27.millennium.berkeley.edu:23044, 44, 2007-Dec-14, 02:59:11.618019
r21.millennium.berkeley.edu:23038, r18.millennium.berkeley.edu:23035, 32, 2007-Dec-14, 02:59:11.628386
r21.millennium.berkeley.edu:23038, r18.millennium.berkeley.edu:23035, 35, 2007-Dec-14, 02:59:11.629962
r21.millennium.berkeley.edu:23038, r25.millennium.berkeley.edu:23042, 45, 2007-Dec-14, 02:59:11.725747
r21.millennium.berkeley.edu:23038, r25.millennium.berkeley.edu:23042, 50, 2007-Dec-14, 02:59:11.913096
r21.millennium.berkeley.edu:23038, r25.millennium.berkeley.edu:23042, 46, 2007-Dec-14, 02:59:13.046013
r21.millennium.berkeley.edu:23038, r25.millennium.berkeley.edu:23042, 48, 2007-Dec-14, 02:59:13.079489
r33.millennium.berkeley.edu:23024, r9.millennium.berkeley.edu:23026, 23, 2007-Dec-14, 02:58:55.696167
r33.millennium.berkeley.edu:23024, r10.millennium.berkeley.edu:23027, 27, 2007-Dec-14, 02:58:55.699556
r33.millennium.berkeley.edu:23024, r9.millennium.berkeley.edu:23026, 26, 2007-Dec-14, 02:58:55.697556
r33.millennium.berkeley.edu:23024, r10.millennium.berkeley.edu:23027, 28, 2007-Dec-14, 02:58:55.700457
r33.millennium.berkeley.edu:23024, r9.millennium.berkeley.edu:23026, 27, 2007-Dec-14, 02:58:55.69846
r33.millennium.berkeley.edu:23024, r26.millennium.berkeley.edu:23017, 24, 2007-Dec-14, 02:58:55.70087
r33.millennium.berkeley.edu:23024, r26.millennium.berkeley.edu:23017, 16, 2007-Dec-14, 02:58:55.702159
r33.millennium.berkeley.edu:23024, r26.millennium.berkeley.edu:23017, 14, 2007-Dec-14, 02:58:55.702945
r33.millennium.berkeley.edu:23024, r26.millennium.berkeley.edu:23017, 21, 2007-Dec-14, 02:58:55.709276
r33.millennium.berkeley.edu:23024, r26.millennium.berkeley.edu:23017, 8, 2007-Dec-14, 02:58:55.710064
r12.millennium.berkeley.edu:23003, r15.millennium.berkeley.edu:23032, 1, 2007-Dec-14, 02:58:46.743276
r12.millennium.berkeley.edu:23003, r15.millennium.berkeley.edu:23032, 3, 2007-Dec-14, 02:58:46.744616
r12.millennium.berkeley.edu:23003, r15.millennium.berkeley.edu:23032, 31, 2007-Dec-14, 02:58:46.745512
r12.millennium.berkeley.edu:23003, r15.millennium.berkeley.edu:23032, 33, 2007-Dec-14, 02:58:46.746229
r12.millennium.berkeley.edu:23003, r16.millennium.berkeley.edu:23033, 1, 2007-Dec-14, 02:58:46.743206
r12.millennium.berkeley.edu:23003, r16.millennium.berkeley.edu:23033, 32, 2007-Dec-14, 02:58:46.744539
r12.millennium.berkeley.edu:23003, r16.millennium.berkeley.edu:23033, 33, 2007-Dec-14, 02:58:46.74543
r12.millennium.berkeley.edu:23003, r16.millennium.berkeley.edu:23033, 34, 2007-Dec-14, 02:58:46.746139
r12.millennium.berkeley.edu:23003, r10.millennium.berkeley.edu:23001, 8, 2007-Dec-14, 02:58:52.043784
r12.millennium.berkeley.edu:23003, r10.millennium.berkeley.edu:23001, 54, 2007-Dec-14, 02:58:52.075786
r12.millennium.berkeley.edu:23003, r10.millennium.berkeley.edu:23001, 53, 2007-Dec-14, 02:58:52.143084
r12.millennium.berkeley.edu:23003, r11.millennium.berkeley.edu:23002, 52, 2007-Dec-14, 02:58:52.500873
r12.millennium.berkeley.edu:23003, r11.millennium.berkeley.edu:23002, 31, 2007-Dec-14, 02:58:55.350092
r12.millennium.berkeley.edu:23003, r11.millennium.berkeley.edu:23002, 1, 2007-Dec-14, 02:58:56.335038
Clique
r23.millennium.berkeley.edu:23014, 14, 2007-Dec-14, 02:56:50.71408
r23.millennium.berkeley.edu:23014, 15, 2007-Dec-14, 02:56:50.716962
