#NumberOfRules AvgCPUUtil CPUUtilStdDev AvgMem MemStdDev
0.5 1.05533333333333 0.0656116520816912 8404.992 390.673379429927
1 1.06466666666667 0.0913016976841066 7895.4496 747.721855047611
2 1.08466666666667 0.0672507744688987 7621.0176 780.730693947049
4 0.97 0.035527766918598 6803.456 432.045489753105
8 1.082 0.0470271789027956 8177.2544 800.67570373469
