#NumberOfRules AvgCPUUtil CPUUtilStdDev AvgMem MemStdDev
0 1.05533333333333 0.0656116520816912 8404.992 390.673379429927
50 1.95444444444444 0.0359354702862138 12337.152 1000.46983531272
100 2.87444444444444 0.0444374994573805 13209.6 648.437034253905
150 3.94666666666667 0.0992285054623737 14180.352 1632.04227793604
200 5.13111111111111 0.0420390764719835 15674.0266666667 199.945596582892
250 6.44833333333333 0.104029910228848 16756.736 650.460619790826




